STATE,COUNTY,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWTo,PS-WSWTo,PS-Wtotl,DO-SSPop,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WFrTo,DO-WDelv ,IN-WGWTo,IN-WSWTo,IN-Wtotl,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrTot,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrTot,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrTot,LI-WFrTo,AQ-WGWTo,AQ-WSWTo,AQ-Wtotl,MI-WGWTo,MI-WSWTo,MI-Wtotl,PT-WGWTo,PT-WSWTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUTot,PT-Power,PO-WGWTo,PO-WSWTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUTot,PO-Power,PC-WGWTo,PC-WSWTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUTot,PC-Power,TO-WGWTo,TO-WSWTo,TO-Wtotl,TO-CUTotPartial
MI,Hillsdale County,26059,2015,45.941,--,--,14.278,2.01,0.0,2.01,31.663,72.0,0.9,63.0,2.28,3.18,0.37,0.0,0.37,3.66,--,3.3,12.71,3.64,--,3.28,12.59,0.02,--,0.02,0.12,0.41,0.0,0.0,0.0,0.0,0.51,0.51,1.08,0.0,1.08,--,--,0.65,251.19,0.0,0.0,0.0,--,--,0.0,0.0,1.08,0.0,1.08,--,--,0.65,251.19,9.16,1.16,10.32,3.95
MI,Houghton County,26061,2015,36.38,--,--,28.872,3.87,0.0,3.87,7.508,72.0,1.81,63.0,0.54,2.35,0.0,0.0,0.0,0.03,--,0.03,0.12,0.0,--,0.00,0.0,0.03,--,0.03,0.12,0.03,0.0,0.0,0.0,0.01,0.07,0.08,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.45,0.1,4.55,0.03
MI,Huron County,26063,2015,31.883,--,--,16.827,0.5,2.08,2.58,15.056,72.0,0.94,56.0,1.08,2.02,0.0,0.0,0.0,0.78,--,0.7,2.43,0.6,--,0.54,2.09,0.18,--,0.16,0.34,2.26,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,3.93,2.85,6.78,0.7
MI,Ingham County,26065,2015,286.085,--,--,280.996,26.09,0.0,26.09,5.089,73.0,17.9,64.0,0.37,18.27,0.09,0.0,0.09,0.62,--,0.56,0.97,0.49,--,0.44,0.65,0.13,--,0.12,0.32,0.29,0.0,0.0,0.0,0.0,0.39,0.39,0.0,75.25,75.25,--,--,10.49,500.88,0.0,75.25,75.25,--,--,10.49,500.88,0.0,0.0,0.0,--,--,0.0,0.0,27.29,75.81,103.1,11.05
MI,Ionia County,26067,2015,64.223,--,--,28.695,4.99,0.0,4.99,35.528,72.0,1.72,60.0,2.56,4.28,0.04,0.0,0.04,1.77,--,1.6,4.9,1.68,--,1.52,4.62,0.09,--,0.08,0.28,1.49,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,9.86,1.22,11.08,1.6
MI,Iosco County,26069,2015,25.345,--,--,14.58,0.01,1.19,1.2,10.765,72.0,0.91,62.0,0.77,1.68,0.06,0.04,0.1,0.32,--,0.29,0.22,0.0,--,0.00,0.0,0.32,--,0.29,0.22,0.11,0.0,0.01,0.01,0.22,0.18,0.4,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.47,1.44,2.91,0.29
MI,Iron County,26071,2015,11.348,--,--,11.297,1.26,0.0,1.26,0.051,0.0,0.71,63.0,0.0,0.71,0.0,0.0,0.0,0.09,--,0.09,0.32,0.05,--,0.05,0.18,0.04,--,0.04,0.14,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.33,0.04,1.37,0.09
MI,Isabella County,26073,2015,70.698,--,--,41.679,3.01,0.0,3.01,29.019,72.0,2.56,61.0,2.09,4.65,0.0,0.0,0.0,8.23,--,7.41,8.46,7.96,--,7.17,8.11,0.27,--,0.24,0.35,0.39,0.0,0.0,0.0,0.0,1.15,1.15,0.07,0.0,0.07,--,--,0.05,30.28,0.0,0.0,0.0,--,--,0.0,0.0,0.07,0.0,0.07,--,--,0.05,30.28,12.6,2.34,14.94,7.46
MI,Jackson County,26075,2015,159.494,--,--,85.768,10.84,0.0,10.84,73.726,72.0,5.43,63.0,5.31,10.74,0.61,0.0,0.61,5.49,--,4.93,5.92,5.13,--,4.61,5.53,0.36,--,0.32,0.39,0.43,0.0,0.01,0.01,0.09,0.76,0.85,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,21.46,2.08,23.54,4.93
MI,Kalamazoo County,26077,2015,260.263,--,--,210.362,24.35,0.0,24.35,49.901,72.0,12.57,60.0,3.59,16.16,20.17,4.1,24.27,15.65,--,14.08,36.6,14.79,--,13.31,35.55,0.86,--,0.77,1.05,0.41,0.0,0.0,0.0,0.0,0.79,0.79,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,61.31,7.75,69.06,14.08
MI,Kalkaska County,26079,2015,17.26,--,--,2.048,0.41,0.0,0.41,15.212,72.0,0.12,59.0,1.1,1.22,0.0,0.0,0.0,4.76,--,4.29,4.03,4.76,--,4.29,4.03,0.0,--,0.00,0.0,0.01,0.01,0.0,0.01,0.0,0.03,0.03,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,5.22,1.1,6.32,4.29
MI,Kent County,26081,2015,636.369,--,--,498.496,9.01,0.0,9.01,137.873,72.0,31.78,64.0,9.93,41.71,0.56,0.5,1.06,6.23,--,5.61,11.16,4.32,--,3.89,8.93,1.91,--,1.72,2.23,0.44,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.34,0.34,--,--,0.3,100.01,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.34,0.34,--,--,0.3,100.01,24.66,3.1,27.76,5.91
MI,Keweenaw County,26083,2015,2.168,--,--,0.398,0.05,0.0,0.05,1.77,73.0,0.03,75.0,0.13,0.16,0.0,0.0,0.0,0.01,--,0.01,0.02,0.0,--,0.00,0.0,0.01,--,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.18,0.03,0.21,0.01
MI,Lake County,26085,2015,11.424,--,--,1.195,0.26,0.0,0.26,10.229,72.0,0.08,67.0,0.74,0.82,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.03,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.03,0.43,1.46,0.0
MI,Lapeer County,26087,2015,88.373,--,--,19.847,0.4,0.0,0.4,68.526,72.0,1.24,62.0,4.93,6.17,0.19,0.0,0.19,0.32,--,0.29,1.21,0.26,--,0.24,1.09,0.06,--,0.05,0.12,0.23,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,5.85,1.2,7.05,0.29
MI,Leelanau County,26089,2015,21.981,--,--,4.973,0.5,0.0,0.5,17.008,72.0,0.33,66.0,1.22,1.55,0.42,0.04,0.46,1.62,--,1.45,2.47,1.18,--,1.06,2.15,0.44,--,0.39,0.32,0.03,0.0,0.0,0.0,0.04,0.18,0.22,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,3.71,0.34,4.05,1.45
MI,Lenawee County,26091,2015,98.573,--,--,49.764,2.27,3.83,6.1,48.809,72.0,3.01,60.0,3.51,6.52,0.47,0.01,0.48,1.21,--,1.09,5.02,0.95,--,0.86,4.77,0.26,--,0.23,0.25,0.53,0.0,0.0,0.0,0.05,0.22,0.27,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,7.18,4.92,12.1,1.09
MI,Livingston County,26093,2015,187.316,--,--,53.557,6.92,0.0,6.92,133.759,72.0,3.19,60.0,9.63,12.82,0.15,0.5,0.65,1.16,--,1.04,1.7,0.0,--,0.00,0.0,1.16,--,1.04,1.7,0.14,0.0,0.0,0.0,0.77,2.47,3.24,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,18.26,3.48,21.74,1.04
MI,Luce County,26095,2015,6.415,--,--,3.451,0.5,0.0,0.5,2.964,71.0,0.21,61.0,0.21,0.42,0.05,0.0,0.05,1.2,--,1.08,1.48,1.19,--,1.07,1.37,0.01,--,0.01,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.97,0.0,1.97,1.08
MI,Mackinac County,26097,2015,10.89,--,--,3.469,0.0,1.29,1.29,7.421,71.0,0.23,66.0,0.53,0.76,0.01,9.61,9.62,0.05,--,0.05,0.05,0.0,--,0.00,0.0,0.05,--,0.05,0.05,0.05,0.0,0.0,0.0,0.0,1.12,1.12,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.59,12.07,12.66,0.05
MI,Macomb County,26099,2015,864.84,--,--,822.964,1.03,2.94,3.97,41.876,72.0,55.58,68.0,3.02,58.6,0.04,0.0,0.04,1.75,--,1.57,3.46,0.88,--,0.79,2.03,0.87,--,0.78,1.43,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.57,4.42,8.99,1.57
MI,Manistee County,26101,2015,24.461,--,--,10.195,1.54,0.0,1.54,14.266,72.0,0.67,66.0,1.03,1.7,0.53,25.91,26.44,1.52,--,1.36,2.89,1.23,--,1.10,2.59,0.29,--,0.26,0.3,0.02,0.0,0.0,0.0,0.0,0.56,0.56,0.19,0.96,1.15,--,--,0.92,504.87,0.0,0.0,0.0,--,--,0.0,0.0,0.19,0.96,1.15,--,--,0.92,504.87,4.44,27.82,32.26,2.28
MI,Marquette County,26103,2015,67.215,--,--,47.289,2.84,2.32,5.16,19.926,72.0,2.91,62.0,1.43,4.34,0.28,18.33,18.61,0.17,--,0.15,0.25,0.03,--,0.03,0.08,0.14,--,0.12,0.17,0.02,0.0,0.0,0.0,8.59,34.45,43.04,0.0,194.06,194.06,--,--,1.55,2033.95,0.0,194.06,194.06,--,--,1.55,2033.95,0.0,0.0,0.0,--,--,0.0,0.0,13.16,249.33,262.49,1.7
MI,Mason County,26105,2015,28.783,--,--,11.107,0.21,2.24,2.45,17.676,72.0,0.81,73.0,1.27,2.08,0.56,24.17,24.73,2.96,--,2.67,4.73,2.83,--,2.55,4.64,0.13,--,0.12,0.09,0.19,0.0,0.0,0.0,0.01,1.45,1.46,0.0,1.17,1.17,--,--,0.84,1037.41,0.0,0.0,0.0,--,--,0.0,0.0,0.0,1.17,1.17,--,--,0.84,1037.41,4.27,29.96,34.23,3.51
MI,Mecosta County,26107,2015,43.067,--,--,12.033,1.27,0.0,1.27,31.034,72.0,0.75,62.0,2.23,2.98,0.95,0.0,0.95,10.88,--,9.79,17.19,10.36,--,9.32,16.66,0.52,--,0.47,0.53,0.46,0.0,0.0,0.0,0.01,0.04,0.05,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,14.93,0.91,15.84,9.79
MI,Menominee County,26109,2015,23.548,--,--,10.845,0.18,0.89,1.07,12.703,72.0,0.63,58.0,0.91,1.54,0.0,1.31,1.31,0.02,--,0.02,0.05,0.0,--,0.00,0.0,0.02,--,0.02,0.05,0.3,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.36,2.29,3.65,0.02
MI,Midland County,26111,2015,83.632,--,--,62.551,0.14,0.0,0.14,21.081,72.0,5.05,81.0,1.52,6.57,0.0,3.86,3.86,0.22,--,0.19,1.01,0.22,--,0.19,1.01,0.0,--,0.00,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,--,--,0.43,5887.37,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.96,0.96,--,--,0.43,5887.37,1.96,4.9,6.86,0.62
MI,Missaukee County,26113,2015,14.903,--,--,1.579,0.38,0.0,0.38,13.324,72.0,0.11,70.0,0.96,1.07,0.0,0.0,0.0,4.5,--,4.05,8.47,4.47,--,4.02,8.41,0.03,--,0.03,0.06,0.61,0.0,0.0,0.0,0.0,0.17,0.17,0.35,0.0,0.35,--,--,0.13,144.91,0.0,0.0,0.0,--,--,0.0,0.0,0.35,0.0,0.35,--,--,0.13,144.91,6.17,0.8,6.97,4.18
MI,Monroe County,26115,2015,149.568,--,--,121.791,0.0,9.27,9.27,27.777,72.0,9.83,81.0,2.0,11.83,10.78,0.0,10.78,1.96,--,1.76,6.85,1.61,--,1.45,6.1,0.35,--,0.31,0.75,0.07,0.0,0.02,0.02,4.58,0.0,4.58,0.14,1790.62,1790.76,--,--,33.52,25251.5,0.14,1741.26,1741.4,--,--,14.27,17920.95,0.0,49.36,49.36,--,--,19.25,7330.55,18.9,1800.54,1819.44,35.28
MI,Montcalm County,26117,2015,62.945,--,--,18.913,3.06,0.0,3.06,44.032,72.0,1.23,65.0,3.17,4.4,0.0,13.42,13.42,36.13,--,32.51,55.04,36.04,--,32.43,54.82,0.09,--,0.08,0.22,0.5,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,39.43,17.12,56.55,32.51
MI,Montmorency County,26119,2015,9.259,--,--,1.077,0.12,0.0,0.12,8.182,72.0,0.07,65.0,0.59,0.66,0.0,0.0,0.0,0.17,--,0.16,0.18,0.0,--,0.00,0.0,0.17,--,0.16,0.18,0.03,0.0,0.0,0.0,0.03,0.06,0.09,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.8,0.2,1.0,0.16
MI,Muskegon County,26121,2015,172.79,--,--,110.905,1.77,14.31,16.08,61.885,72.0,6.45,58.0,4.46,10.91,2.16,6.84,9.0,2.55,--,2.3,5.78,1.99,--,1.79,4.9,0.56,--,0.51,0.88,0.22,0.0,0.0,0.0,0.0,0.46,0.46,0.01,229.78,229.79,--,--,1.84,1825.2,0.01,229.78,229.79,--,--,1.84,1825.2,0.0,0.0,0.0,--,--,0.0,0.0,10.29,252.27,262.56,4.14
MI,Newaygo County,26123,2015,47.948,--,--,10.046,1.87,0.0,1.87,37.902,72.0,0.72,72.0,2.73,3.45,0.0,0.0,0.0,4.41,--,3.97,8.97,4.17,--,3.75,8.83,0.24,--,0.22,0.14,0.57,0.1,0.38,0.48,0.0,0.04,0.04,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,9.04,1.06,10.1,3.97
MI,Oakland County,26125,2015,1242.304,--,--,1024.642,19.11,0.0,19.11,217.662,72.0,62.25,61.0,15.67,77.92,1.3,1.55,2.85,3.94,--,3.55,4.51,0.12,--,0.11,0.19,3.82,--,3.44,4.32,0.04,0.0,0.0,0.0,0.93,7.25,8.18,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,39.43,10.36,49.79,3.55
MI,Oceana County,26127,2015,26.105,--,--,5.139,1.16,0.0,1.16,20.966,72.0,0.31,60.0,1.51,1.82,0.28,0.0,0.28,4.95,--,4.46,12.62,4.81,--,4.33,12.52,0.14,--,0.13,0.1,0.29,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,7.35,0.93,8.28,4.46
MI,Ogemaw County,26129,2015,20.937,--,--,2.807,0.38,0.0,0.38,18.13,72.0,0.17,61.0,1.31,1.48,0.0,0.0,0.0,0.22,--,0.2,0.36,0.07,--,0.07,0.19,0.15,--,0.13,0.17,0.29,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,2.1,0.42,2.52,0.2
MI,Ontonagon County,26131,2015,6.007,--,--,4.07,0.07,0.37,0.44,1.937,72.0,0.23,57.0,0.14,0.37,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.23,0.38,0.61,0.0
MI,Osceola County,26133,2015,23.058,--,--,5.245,1.37,0.0,1.37,17.813,72.0,0.31,59.0,1.28,1.59,0.45,0.0,0.45,0.68,--,0.61,1.92,0.61,--,0.55,1.79,0.07,--,0.06,0.13,0.33,0.0,0.0,0.0,0.18,0.14,0.32,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.13,0.3,4.43,0.61
MI,Oscoda County,26135,2015,8.251,--,--,0.882,0.07,0.0,0.07,7.369,72.0,0.05,57.0,0.53,0.58,0.0,0.0,0.0,0.21,--,0.19,0.43,0.0,--,0.00,0.0,0.21,--,0.19,0.43,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.76,0.11,0.87,0.19
MI,Otsego County,26137,2015,24.253,--,--,4.305,1.11,0.0,1.11,19.948,72.0,0.28,65.0,1.44,1.72,0.0,0.0,0.0,1.94,--,1.74,1.59,1.41,--,1.27,0.92,0.53,--,0.47,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.51,0.0,4.51,1.74
MI,Ottawa County,26139,2015,279.955,--,--,204.969,0.24,87.99,88.23,74.986,72.0,12.79,62.0,5.4,18.19,0.32,0.91,1.23,8.47,--,7.62,14.62,7.93,--,7.14,13.84,0.54,--,0.48,0.78,1.18,0.03,0.0,0.03,0.0,0.31,0.31,3.09,713.98,717.07,--,--,7.26,12306.95,1.18,713.98,715.16,--,--,5.91,9048.23,1.91,0.0,1.91,--,--,1.35,3258.72,15.08,806.84,821.92,14.88
MI,Presque Isle County,26141,2015,12.841,--,--,4.895,0.46,0.0,0.46,7.946,72.0,0.31,63.0,0.57,0.88,0.0,24.61,24.61,0.23,--,0.2,1.1,0.19,--,0.17,1.05,0.04,--,0.03,0.05,0.08,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.27,25.39,26.66,0.2
MI,Roscommon County,26143,2015,23.898,--,--,1.928,0.28,0.0,0.28,21.97,72.0,0.15,78.0,1.58,1.73,0.0,0.0,0.0,0.26,--,0.23,0.29,0.0,--,0.00,0.11,0.26,--,0.23,0.18,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,2.04,0.9,2.94,0.23
MI,Saginaw County,26145,2015,193.307,--,--,173.979,0.42,0.0,0.42,19.328,72.0,10.6,61.0,1.39,11.99,0.0,0.0,0.0,1.78,--,1.59,1.88,1.55,--,1.39,1.54,0.23,--,0.20,0.34,0.18,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,3.47,0.32,3.79,1.59
MI,St. Clair County,26147,2015,159.875,--,--,124.726,0.41,137.48,137.89,35.149,72.0,7.97,64.0,2.53,10.5,0.0,14.18,14.18,0.28,--,0.25,0.63,0.16,--,0.14,0.28,0.12,--,0.11,0.35,0.14,0.0,0.0,0.0,0.0,0.22,0.22,0.0,1224.64,1224.64,--,--,9.3,12907.77,0.0,1224.64,1224.64,--,--,9.3,12907.77,0.0,0.0,0.0,--,--,0.0,0.0,3.11,1376.77,1379.88,9.55
MI,St. Joseph County,26149,2015,61.018,--,--,31.041,3.25,0.0,3.25,29.977,72.0,1.89,61.0,2.16,4.05,1.26,0.25,1.51,49.03,--,44.13,89.87,48.77,--,43.89,89.73,0.26,--,0.24,0.14,0.38,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,46.37,10.01,56.38,44.13
MI,Sanilac County,26151,2015,41.475,--,--,19.143,1.26,0.3,1.56,22.332,72.0,1.3,68.0,1.61,2.91,0.33,0.0,0.33,0.97,--,0.87,3.88,0.94,--,0.84,3.77,0.03,--,0.03,0.11,1.14,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,5.1,0.88,5.98,0.87
MI,Schoolcraft County,26153,2015,8.173,--,--,4.174,0.02,0.33,0.35,3.999,73.0,0.29,69.0,0.29,0.58,0.0,0.0,0.0,0.17,--,0.15,0.19,0.07,--,0.06,0.12,0.1,--,0.09,0.07,0.01,0.0,0.0,0.0,0.05,3.12,3.17,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.42,3.57,3.99,0.15
MI,Shiawassee County,26155,2015,68.619,--,--,31.81,2.89,0.0,2.89,36.809,72.0,1.85,58.0,2.65,4.5,0.0,0.02,0.02,0.22,--,0.2,1.37,0.1,--,0.09,1.23,0.12,--,0.11,0.14,0.3,0.0,0.02,0.02,0.0,0.41,0.41,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,5.87,0.64,6.51,0.2
MI,Tuscola County,26157,2015,53.777,--,--,14.998,1.89,0.0,1.89,38.779,72.0,0.92,61.0,2.79,3.71,0.0,0.0,0.0,3.7,--,3.32,5.72,3.62,--,3.25,5.57,0.08,--,0.07,0.15,0.36,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,6.01,2.99,9.0,3.32
MI,Van Buren County,26159,2015,75.077,--,--,26.395,2.24,1.31,3.55,48.682,72.0,1.51,57.0,3.51,5.02,0.99,0.0,0.99,17.31,--,15.57,37.09,17.21,--,15.48,36.94,0.1,--,0.09,0.15,0.25,0.01,5.69,5.7,0.0,0.0,0.0,0.0,124.9,124.9,--,--,21.63,9722.77,0.0,0.0,0.0,--,--,0.0,0.0,0.0,124.9,124.9,--,--,21.63,9722.77,23.11,133.1,156.21,37.2
MI,Washtenaw County,26161,2015,358.88,--,--,292.082,6.44,11.92,18.36,66.798,72.0,19.23,66.0,4.81,24.04,0.76,0.72,1.48,2.82,--,2.53,4.1,2.18,--,1.96,2.83,0.64,--,0.57,1.27,0.21,0.03,1.74,1.77,0.0,0.85,0.85,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,14.4,15.9,30.3,2.53
MI,Wayne County,26163,2015,1759.335,--,--,1758.665,0.0,466.55,466.55,0.67,75.0,127.52,73.0,0.05,127.57,0.01,222.94,222.95,0.96,--,0.85,2.16,0.21,--,0.18,0.93,0.75,--,0.67,1.23,0.02,0.0,0.0,0.0,0.13,1.98,2.11,0.0,736.99,736.99,--,--,6.09,7545.86,0.0,736.99,736.99,--,--,6.09,7545.86,0.0,0.0,0.0,--,--,0.0,0.0,0.57,1429.06,1429.63,6.94
MI,Wexford County,26165,2015,33.003,--,--,13.622,2.65,0.0,2.65,19.381,72.0,0.81,59.0,1.4,2.21,0.01,0.0,0.01,1.97,--,1.77,2.97,1.69,--,1.52,2.76,0.28,--,0.25,0.21,0.06,0.12,14.89,15.01,0.0,0.04,0.04,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,6.18,14.96,21.14,1.77
MN,Aitkin County,27001,2015,15.702,3.190,0.000,3.19,0.27,0.0,0.27,12.512,70.0,0.09,28.0,0.88,0.97,0.0,0.0,0.0,4.1,--,2.88,7.57,4.04,--,2.83,7.37,0.06,--,0.05,0.2,0.14,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,1.33,4.08,5.41,2.88
MN,Anoka County,27003,2015,344.151,240.970,20.450,261.42,25.97,82.26,108.23,82.731,71.0,16.2,62.0,5.9,22.1,0.25,0.0,0.25,2.22,--,1.78,2.73,1.16,--,0.93,1.39,1.06,--,0.85,1.34,0.04,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,33.92,82.82,116.74,1.78
MN,Becker County,27005,2015,33.386,11.940,0.000,11.94,1.66,0.0,1.66,21.446,70.0,0.67,56.0,1.5,2.17,0.0,0.0,0.0,7.11,--,5.69,19.01,6.8,--,5.44,18.55,0.31,--,0.25,0.46,0.63,0.0,0.01,0.01,0.56,0.38,0.94,0.0,0.0,0.0,0.00,--,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,0.0,0.0,0.0,0.00,--,0.0,0.0,11.44,0.41,11.85,5.69
