County,Population,Median household income,State Code,State,FIPS
Stark County,28628,72099.0,ND,North Dakota,38089.0
Steele County,1979,55833.0,ND,North Dakota,38091.0
Stutsman County,21076,52359.0,ND,North Dakota,38093.0
Towner County,2294,56625.0,ND,North Dakota,38095.0
Traill County,8077,54960.0,ND,North Dakota,38097.0
Walsh County,11005,49411.0,ND,North Dakota,38099.0
Ward County,67736,61393.0,ND,North Dakota,38101.0
Wells County,4204,48098.0,ND,North Dakota,38103.0
Williams County,29619,88013.0,ND,North Dakota,38105.0
Adams County,28229,35560.0,OH,Ohio,39001.0
Allen County,105196,44103.0,OH,Ohio,39003.0
Ashland County,53189,48003.0,OH,Ohio,39005.0
Ashtabula County,99777,40544.0,OH,Ohio,39007.0
Athens County,64974,33872.0,OH,Ohio,39009.0
Auglaize County,45873,54274.0,OH,Ohio,39011.0
Belmont County,69560,43833.0,OH,Ohio,39013.0
Brown County,44247,45568.0,OH,Ohio,39015.0
Butler County,372538,57540.0,OH,Ohio,39017.0
Carroll County,28361,47075.0,OH,Ohio,39019.0
Champaign County,39393,50974.0,OH,Ohio,39021.0
Clark County,136827,43625.0,OH,Ohio,39023.0
Clermont County,200285,60805.0,OH,Ohio,39025.0
Clinton County,41892,46787.0,OH,Ohio,39027.0
Columbiana County,105987,44497.0,OH,Ohio,39029.0
Coshocton County,36724,41701.0,OH,Ohio,39031.0
Crawford County,42725,40795.0,OH,Ohio,39033.0
Cuyahoga County,1263189,44190.0,OH,Ohio,39035.0
Darke County,52356,44632.0,OH,Ohio,39037.0
Defiance County,38669,50663.0,OH,Ohio,39039.0
Delaware County,185433,91955.0,OH,Ohio,39041.0
Erie County,76141,48011.0,OH,Ohio,39043.0
Fairfield County,149112,60567.0,OH,Ohio,39045.0
Fayette County,28769,40503.0,OH,Ohio,39047.0
Franklin County,1215761,52341.0,OH,Ohio,39049.0
Fulton County,42485,55120.0,OH,Ohio,39051.0
Gallia County,30565,37319.0,OH,Ohio,39053.0
Geauga County,93874,72430.0,OH,Ohio,39055.0
Greene County,164192,60113.0,OH,Ohio,39057.0
Guernsey County,39626,40930.0,OH,Ohio,39059.0
Hamilton County,804194,49013.0,OH,Ohio,39061.0
Hancock County,75428,50895.0,OH,Ohio,39063.0
Hardin County,31736,42703.0,OH,Ohio,39065.0
Harrison County,15633,43173.0,OH,Ohio,39067.0
Henry County,28015,53835.0,OH,Ohio,39069.0
Highland County,43170,39858.0,OH,Ohio,39071.0
Hocking County,28914,42170.0,OH,Ohio,39073.0
Holmes County,43436,51996.0,OH,Ohio,39075.0
Huron County,58937,48745.0,OH,Ohio,39077.0
Jackson County,32854,39460.0,OH,Ohio,39079.0
Jefferson County,68053,41942.0,OH,Ohio,39081.0
Knox County,61004,48533.0,OH,Ohio,39083.0
Lake County,229437,58029.0,OH,Ohio,39085.0
Lawrence County,61827,42874.0,OH,Ohio,39087.0
Licking County,168693,56549.0,OH,Ohio,39089.0
Logan County,45484,49783.0,OH,Ohio,39091.0
Lorain County,303152,52457.0,OH,Ohio,39093.0
Lucas County,436261,41777.0,OH,Ohio,39095.0
Madison County,43456,57406.0,OH,Ohio,39097.0
Mahoning County,234550,41375.0,OH,Ohio,39099.0
Marion County,65943,42966.0,OH,Ohio,39101.0
Medina County,174831,66952.0,OH,Ohio,39103.0
Meigs County,23473,37813.0,OH,Ohio,39105.0
Mercer County,40863,53099.0,OH,Ohio,39107.0
Miami County,103517,51569.0,OH,Ohio,39109.0
Monroe County,14547,41528.0,OH,Ohio,39111.0
Montgomery County,533763,43829.0,OH,Ohio,39113.0
Morgan County,14913,37067.0,OH,Ohio,39115.0
Morrow County,34996,51993.0,OH,Ohio,39117.0
Muskingum County,86016,41130.0,OH,Ohio,39119.0
Noble County,14508,41708.0,OH,Ohio,39121.0
Ottawa County,41162,53914.0,OH,Ohio,39123.0
Paulding County,19165,45550.0,OH,Ohio,39125.0
Perry County,36025,42017.0,OH,Ohio,39127.0
Pickaway County,56515,57439.0,OH,Ohio,39129.0
Pike County,28396,40283.0,OH,Ohio,39131.0
Portage County,161897,52552.0,OH,Ohio,39133.0
Preble County,41682,47818.0,OH,Ohio,39135.0
Putnam County,34184,60524.0,OH,Ohio,39137.0
Richland County,122312,41877.0,OH,Ohio,39139.0
Ross County,77334,43345.0,OH,Ohio,39141.0
Sandusky County,60187,47209.0,OH,Ohio,39143.0
Scioto County,78017,35903.0,OH,Ohio,39145.0
Seneca County,55929,45444.0,OH,Ohio,39147.0
Shelby County,49067,54550.0,OH,Ohio,39149.0
Stark County,374979,47137.0,OH,Ohio,39151.0
Summit County,541847,50765.0,OH,Ohio,39153.0
Trumbull County,206373,43073.0,OH,Ohio,39155.0
Tuscarawas County,92697,45310.0,OH,Ohio,39157.0
Union County,53470,67382.0,OH,Ohio,39159.0
Van Wert County,28576,48060.0,OH,Ohio,39161.0
Vinton County,13234,40680.0,OH,Ohio,39163.0
Warren County,219916,74379.0,OH,Ohio,39165.0
Washington County,61351,43509.0,OH,Ohio,39167.0
Wayne County,115371,50383.0,OH,Ohio,39169.0
Williams County,37386,42492.0,OH,Ohio,39171.0
Wood County,128885,53577.0,OH,Ohio,39173.0
Wyandot County,22467,47555.0,OH,Ohio,39175.0
Adair County,22236,33404.0,OK,Oklahoma,40001.0
Alfalfa County,5755,50156.0,OK,Oklahoma,40003.0
Atoka County,13906,36661.0,OK,Oklahoma,40005.0
Beaver County,5530,52090.0,OK,Oklahoma,40007.0
Beckham County,23300,48601.0,OK,Oklahoma,40009.0
Blaine County,9810,41972.0,OK,Oklahoma,40011.0
Bryan County,44003,38847.0,OK,Oklahoma,40013.0
Caddo County,29495,40674.0,OK,Oklahoma,40015.0
Canadian County,126193,64505.0,OK,Oklahoma,40017.0
Carter County,48442,44531.0,OK,Oklahoma,40019.0
Cherokee County,48097,38694.0,OK,Oklahoma,40021.0
Choctaw County,15120,30617.0,OK,Oklahoma,40023.0
Cimarron County,2341,46680.0,OK,Oklahoma,40025.0
Cleveland County,268614,56452.0,OK,Oklahoma,40027.0
Coal County,5812,38243.0,OK,Oklahoma,40029.0
Comanche County,125531,46241.0,OK,Oklahoma,40031.0
Cotton County,6112,46361.0,OK,Oklahoma,40033.0
Craig County,14744,38876.0,OK,Oklahoma,40035.0
Creek County,70761,45016.0,OK,Oklahoma,40037.0
Custer County,28978,46125.0,OK,Oklahoma,40039.0
Delaware County,41409,37942.0,OK,Oklahoma,40041.0
Dewey County,4863,50904.0,OK,Oklahoma,40043.0
Ellis County,4121,50855.0,OK,Oklahoma,40045.0
Garfield County,62192,48238.0,OK,Oklahoma,40047.0
Garvin County,27455,40524.0,OK,Oklahoma,40049.0
Grady County,53612,52279.0,OK,Oklahoma,40051.0
Grant County,4517,50250.0,OK,Oklahoma,40053.0
Greer County,6117,40125.0,OK,Oklahoma,40055.0
Harmon County,2866,31250.0,OK,Oklahoma,40057.0
Harper County,3766,48359.0,OK,Oklahoma,40059.0
Haskell County,12850,35252.0,OK,Oklahoma,40061.0
Hughes County,13785,35563.0,OK,Oklahoma,40063.0
Jackson County,26056,41560.0,OK,Oklahoma,40065.0
Jefferson County,6333,33449.0,OK,Oklahoma,40067.0
Johnston County,11022,38776.0,OK,Oklahoma,40069.0
Kay County,45587,42134.0,OK,Oklahoma,40071.0
Kingfisher County,15302,60034.0,OK,Oklahoma,40073.0
Kiowa County,9302,39909.0,OK,Oklahoma,40075.0
Latimer County,10774,39205.0,OK,Oklahoma,40077.0
Le Flore County,49899,36490.0,OK,Oklahoma,40079.0
Lincoln County,34504,45149.0,OK,Oklahoma,40081.0
Logan County,44493,55299.0,OK,Oklahoma,40083.0
Love County,9663,44549.0,OK,Oklahoma,40085.0
McClain County,36512,56088.0,OK,Oklahoma,40087.0
McCurtain County,33143,32324.0,OK,Oklahoma,40089.0
McIntosh County,20280,36011.0,OK,Oklahoma,40091.0
Major County,7700,51571.0,OK,Oklahoma,40093.0
Marshall County,16014,40475.0,OK,Oklahoma,40095.0
Mayes County,41007,42071.0,OK,Oklahoma,40097.0
Murray County,13733,47077.0,OK,Oklahoma,40099.0
Muskogee County,70224,39984.0,OK,Oklahoma,40101.0
Noble County,11506,48285.0,OK,Oklahoma,40103.0
Nowata County,10555,39875.0,OK,Oklahoma,40105.0
Okfuskee County,12248,36216.0,OK,Oklahoma,40107.0
Oklahoma County,754480,47437.0,OK,Oklahoma,40109.0
Okmulgee County,39446,38843.0,OK,Oklahoma,40111.0
Osage County,48054,45443.0,OK,Oklahoma,40113.0
Ottawa County,32085,36347.0,OK,Oklahoma,40115.0
Pawnee County,16499,45765.0,OK,Oklahoma,40117.0
Payne County,79423,37667.0,OK,Oklahoma,40119.0
Pittsburg County,44961,42576.0,OK,Oklahoma,40121.0
Pontotoc County,38055,43261.0,OK,Oklahoma,40123.0
Pottawatomie County,71136,44688.0,OK,Oklahoma,40125.0
Pushmataha County,11226,32445.0,OK,Oklahoma,40127.0
Roger Mills County,3780,50739.0,OK,Oklahoma,40129.0
Rogers County,89190,58139.0,OK,Oklahoma,40131.0
Seminole County,25481,36068.0,OK,Oklahoma,40133.0
Sequoyah County,41464,35736.0,OK,Oklahoma,40135.0
Stephens County,44806,43781.0,OK,Oklahoma,40137.0
Texas County,21588,50242.0,OK,Oklahoma,40139.0
Tillman County,7715,37759.0,OK,Oklahoma,40141.0
Tulsa County,623335,49759.0,OK,Oklahoma,40143.0
Wagoner County,75391,55715.0,OK,Oklahoma,40145.0
Washington County,51760,50023.0,OK,Oklahoma,40147.0
Washita County,11649,49632.0,OK,Oklahoma,40149.0
Woods County,9033,55315.0,OK,Oklahoma,40151.0
Woodward County,20986,55300.0,OK,Oklahoma,40153.0
Baker County,16052,41098.0,OR,Oregon,41001.0
Benton County,86495,49802.0,OR,Oregon,41003.0
Clackamas County,389438,65965.0,OR,Oregon,41005.0
Clatsop County,37382,46408.0,OR,Oregon,41007.0
Columbia County,49389,53179.0,OR,Oregon,41009.0
Coos County,62775,38605.0,OR,Oregon,41011.0
Crook County,20956,37106.0,OR,Oregon,41013.0
Curry County,22338,40884.0,OR,Oregon,41015.0
Deschutes County,166622,51223.0,OR,Oregon,41017.0
Douglas County,107194,41312.0,OR,Oregon,41019.0
Gilliam County,1883,44293.0,OR,Oregon,41021.0
Grant County,7276,38046.0,OR,Oregon,41023.0
Harney County,7229,37580.0,OR,Oregon,41025.0
Hood River County,22749,55827.0,OR,Oregon,41027.0
Jackson County,208363,44028.0,OR,Oregon,41029.0
Jefferson County,22061,46366.0,OR,Oregon,41031.0
Josephine County,83409,37665.0,OR,Oregon,41033.0
Klamath County,65972,40336.0,OR,Oregon,41035.0
Lake County,7842,32369.0,OR,Oregon,41037.0
Lane County,357060,44103.0,OR,Oregon,41039.0
Lincoln County,46347,42101.0,OR,Oregon,41041.0
Linn County,118971,45644.0,OR,Oregon,41043.0
Malheur County,30551,35418.0,OR,Oregon,41045.0
Marion County,323259,48432.0,OR,Oregon,41047.0
Morrow County,11204,50918.0,OR,Oregon,41049.0
Multnomah County,768418,54102.0,OR,Oregon,41051.0
Polk County,77264,52821.0,OR,Oregon,41053.0
Sherman County,1795,38362.0,OR,Oregon,41055.0
Tillamook County,25430,42581.0,OR,Oregon,41057.0
Umatilla County,76738,48101.0,OR,Oregon,41059.0
Union County,25745,43822.0,OR,Oregon,41061.0
Wallowa County,6857,40581.0,OR,Oregon,41063.0
Wasco County,25492,43422.0,OR,Oregon,41065.0
Washington County,556210,66754.0,OR,Oregon,41067.0
Wheeler County,1348,33487.0,OR,Oregon,41069.0
Yamhill County,101119,53423.0,OR,Oregon,41071.0
Adams County,101767,60356.0,PA,Pennsylvania,42001.0
Allegheny County,1231145,53040.0,PA,Pennsylvania,42003.0
Armstrong County,67979,44942.0,PA,Pennsylvania,42005.0
Beaver County,169785,50581.0,PA,Pennsylvania,42007.0
Bedford County,49086,45930.0,PA,Pennsylvania,42009.0
Berks County,413965,55936.0,PA,Pennsylvania,42011.0
Blair County,126448,43981.0,PA,Pennsylvania,42013.0
Bradford County,62228,48987.0,PA,Pennsylvania,42015.0
Bucks County,626583,77568.0,PA,Pennsylvania,42017.0
Butler County,185689,60934.0,PA,Pennsylvania,42019.0
Cambria County,139381,42107.0,PA,Pennsylvania,42021.0
Cameron County,4869,39897.0,PA,Pennsylvania,42023.0
Carbon County,64634,49973.0,PA,Pennsylvania,42025.0
Centre County,157823,52186.0,PA,Pennsylvania,42027.0
Chester County,509797,85976.0,PA,Pennsylvania,42029.0
Clarion County,39454,42536.0,PA,Pennsylvania,42031.0
Clearfield County,81343,42257.0,PA,Pennsylvania,42033.0
Clinton County,39614,45078.0,PA,Pennsylvania,42035.0
Columbia County,66912,45374.0,PA,Pennsylvania,42037.0
Crawford County,87343,44579.0,PA,Pennsylvania,42039.0
Cumberland County,241427,61820.0,PA,Pennsylvania,42041.0
Dauphin County,271094,53754.0,PA,Pennsylvania,42043.0
Delaware County,561683,65123.0,PA,Pennsylvania,42045.0
Elk County,31370,46671.0,PA,Pennsylvania,42047.0
Erie County,279858,45971.0,PA,Pennsylvania,42049.0
Fayette County,134851,39636.0,PA,Pennsylvania,42051.0
Forest County,7581,35533.0,PA,Pennsylvania,42053.0
Franklin County,152285,53916.0,PA,Pennsylvania,42055.0
Fulton County,14694,48311.0,PA,Pennsylvania,42057.0
Greene County,37938,46661.0,PA,Pennsylvania,42059.0
Huntingdon County,45906,44396.0,PA,Pennsylvania,42061.0
Indiana County,87895,45195.0,PA,Pennsylvania,42063.0
Jefferson County,44756,42903.0,PA,Pennsylvania,42065.0
Juniata County,24829,47398.0,PA,Pennsylvania,42067.0
Lackawanna County,213459,46271.0,PA,Pennsylvania,42069.0
Lancaster County,530216,57721.0,PA,Pennsylvania,42071.0
Lawrence County,89162,44571.0,PA,Pennsylvania,42073.0
Lebanon County,135776,55499.0,PA,Pennsylvania,42075.0
Lehigh County,356756,56117.0,PA,Pennsylvania,42077.0
Luzerne County,320095,45897.0,PA,Pennsylvania,42079.0
Lycoming County,116656,47313.0,PA,Pennsylvania,42081.0
McKean County,42884,43965.0,PA,Pennsylvania,42083.0
Mercer County,115320,44156.0,PA,Pennsylvania,42085.0
Mifflin County,46675,41288.0,PA,Pennsylvania,42087.0
Monroe County,167881,57365.0,PA,Pennsylvania,42089.0
Montgomery County,812970,80675.0,PA,Pennsylvania,42091.0
Montour County,18508,54648.0,PA,Pennsylvania,42093.0
Northampton County,299616,60972.0,PA,Pennsylvania,42095.0
Northumberland County,94006,42406.0,PA,Pennsylvania,42097.0
Perry County,45677,57177.0,PA,Pennsylvania,42099.0
Philadelphia County,1555072,38253.0,PA,Pennsylvania,42101.0
Pike County,56632,60180.0,PA,Pennsylvania,42103.0
Potter County,17377,40654.0,PA,Pennsylvania,42105.0
Schuylkill County,146360,45535.0,PA,Pennsylvania,42107.0
Snyder County,40046,49917.0,PA,Pennsylvania,42109.0
Somerset County,76617,44587.0,PA,Pennsylvania,42111.0
Sullivan County,6381,44189.0,PA,Pennsylvania,42113.0
Susquehanna County,42369,50477.0,PA,Pennsylvania,42115.0
Tioga County,42284,46494.0,PA,Pennsylvania,42117.0
Union County,44958,49803.0,PA,Pennsylvania,42119.0
Venango County,53906,43644.0,PA,Pennsylvania,42121.0
Warren County,40962,44020.0,PA,Pennsylvania,42123.0
Washington County,208226,56450.0,PA,Pennsylvania,42125.0
Wayne County,51642,49919.0,PA,Pennsylvania,42127.0
Westmoreland County,361251,52247.0,PA,Pennsylvania,42129.0
Wyoming County,28147,51004.0,PA,Pennsylvania,42131.0
York County,439660,58269.0,PA,Pennsylvania,42133.0
Bristol County,49176,72458.0,RI,Rhode Island,44001.0
Kent County,164958,64383.0,RI,Rhode Island,44003.0
Newport County,82663,69526.0,RI,Rhode Island,44005.0
Providence County,630459,49743.0,RI,Rhode Island,44007.0
Washington County,126405,72807.0,RI,Rhode Island,44009.0
Abbeville County,24997,34799.0,SC,South Carolina,45001.0
Aiken County,163908,45759.0,SC,South Carolina,45003.0
Allendale County,9838,25327.0,SC,South Carolina,45005.0
Anderson County,191215,42143.0,SC,South Carolina,45007.0
Bamberg County,15432,31314.0,SC,South Carolina,45009.0
Barnwell County,22098,34336.0,SC,South Carolina,45011.0
Beaufort County,171420,57048.0,SC,South Carolina,45013.0
Berkeley County,193613,52506.0,SC,South Carolina,45015.0
Calhoun County,14958,43531.0,SC,South Carolina,45017.0
Charleston County,372904,53437.0,SC,South Carolina,45019.0
Cherokee County,55863,35389.0,SC,South Carolina,45021.0
Chester County,32556,31914.0,SC,South Carolina,45023.0
Chesterfield County,46192,32083.0,SC,South Carolina,45025.0
Clarendon County,34178,33162.0,SC,South Carolina,45027.0
Colleton County,38004,32804.0,SC,South Carolina,45029.0
Darlington County,67922,35409.0,SC,South Carolina,45031.0
Dillon County,31435,28938.0,SC,South Carolina,45033.0
Dorchester County,145715,54901.0,SC,South Carolina,45035.0
Edgefield County,26466,46637.0,SC,South Carolina,45037.0
Fairfield County,23108,36004.0,SC,South Carolina,45039.0
Florence County,138330,42080.0,SC,South Carolina,45041.0
Georgetown County,60572,42835.0,SC,South Carolina,45043.0
Greenville County,474903,50540.0,SC,South Carolina,45045.0
Greenwood County,69771,37060.0,SC,South Carolina,45047.0
Hampton County,20473,31410.0,SC,South Carolina,45049.0
Horry County,290730,43299.0,SC,South Carolina,45051.0
Jasper County,26549,37141.0,SC,South Carolina,45053.0
Kershaw County,62722,43622.0,SC,South Carolina,45055.0
Lancaster County,81263,44016.0,SC,South Carolina,45057.0
Laurens County,66389,38515.0,SC,South Carolina,45059.0
Lee County,18461,30954.0,SC,South Carolina,45061.0
Lexington County,273843,53857.0,SC,South Carolina,45063.0
McCormick County,9895,38712.0,SC,South Carolina,45065.0
Marion County,32167,29874.0,SC,South Carolina,45067.0
Marlboro County,27993,30767.0,SC,South Carolina,45069.0
Newberry County,37690,40127.0,SC,South Carolina,45071.0
Oconee County,74949,41237.0,SC,South Carolina,45073.0
Orangeburg County,90575,34218.0,SC,South Carolina,45075.0
Pickens County,120124,41459.0,SC,South Carolina,45077.0
Richland County,397899,49131.0,SC,South Carolina,45079.0
Saluda County,20000,38827.0,SC,South Carolina,45081.0
Spartanburg County,291240,43907.0,SC,South Carolina,45083.0
Sumter County,107777,41332.0,SC,South Carolina,45085.0
Union County,28125,34033.0,SC,South Carolina,45087.0
Williamsburg County,33238,28297.0,SC,South Carolina,45089.0
York County,240076,54117.0,SC,South Carolina,45091.0
Aurora County,2729,48750.0,SD,South Dakota,46003.0
Beadle County,18168,46267.0,SD,South Dakota,46005.0
Bennett County,3438,42171.0,SD,South Dakota,46007.0
Bon Homme County,7013,45254.0,SD,South Dakota,46009.0
Brookings County,33046,50082.0,SD,South Dakota,46011.0
Brown County,38060,53100.0,SD,South Dakota,46013.0
Brule County,5330,49531.0,SD,South Dakota,46015.0
Buffalo County,2038,31163.0,SD,South Dakota,46017.0
Butte County,10292,41920.0,SD,South Dakota,46019.0
Campbell County,1548,45170.0,SD,South Dakota,46021.0
Charles Mix County,9239,43109.0,SD,South Dakota,46023.0
Clark County,3625,49600.0,SD,South Dakota,46025.0
Clay County,14011,36608.0,SD,South Dakota,46027.0
Codington County,27750,48912.0,SD,South Dakota,46029.0
Corson County,4149,31676.0,SD,South Dakota,46031.0
Custer County,8394,52218.0,SD,South Dakota,46033.0
Davison County,19787,49991.0,SD,South Dakota,46035.0
Day County,5618,39216.0,SD,South Dakota,46037.0
Deuel County,4341,53152.0,SD,South Dakota,46039.0
Dewey County,5579,37206.0,SD,South Dakota,46041.0
Douglas County,2973,52500.0,SD,South Dakota,46043.0
Edmunds County,4018,56000.0,SD,South Dakota,46045.0
Fall River County,6906,45997.0,SD,South Dakota,46047.0
Faulk County,2359,43679.0,SD,South Dakota,46049.0
Grant County,7227,51272.0,SD,South Dakota,46051.0
Gregory County,4226,37540.0,SD,South Dakota,46053.0
Haakon County,2083,41518.0,SD,South Dakota,46055.0
Hamlin County,5982,58602.0,SD,South Dakota,46057.0
Hand County,3375,47163.0,SD,South Dakota,46059.0
Hanson County,3386,60741.0,SD,South Dakota,46061.0
Harding County,1328,52396.0,SD,South Dakota,46063.0
Hughes County,17466,59177.0,SD,South Dakota,46065.0
Hutchinson County,7226,45075.0,SD,South Dakota,46067.0
Hyde County,1413,51776.0,SD,South Dakota,46069.0
Jackson County,3237,45074.0,SD,South Dakota,46071.0
Jerauld County,2031,53125.0,SD,South Dakota,46073.0
Jones County,781,35972.0,SD,South Dakota,46075.0
Kingsbury County,5107,53828.0,SD,South Dakota,46077.0
Lake County,12086,54535.0,SD,South Dakota,46079.0
Lawrence County,24645,45548.0,SD,South Dakota,46081.0
Lincoln County,49874,76094.0,SD,South Dakota,46083.0
Lyman County,3837,43030.0,SD,South Dakota,46085.0
McCook County,5613,56954.0,SD,South Dakota,46087.0
McPherson County,2263,36375.0,SD,South Dakota,46089.0
Marshall County,4701,51788.0,SD,South Dakota,46091.0
Meade County,26381,52473.0,SD,South Dakota,46093.0
Mellette County,2086,30938.0,SD,South Dakota,46095.0
Miner County,2306,44938.0,SD,South Dakota,46097.0
Minnehaha County,178942,53525.0,SD,South Dakota,46099.0
Moody County,6439,52446.0,SD,South Dakota,46101.0
Oglala Lakota County,14153,26369.0,SD,South Dakota,46102.0
Pennington County,106085,50890.0,SD,South Dakota,46103.0
Perkins County,2981,39773.0,SD,South Dakota,46105.0
Potter County,2307,46081.0,SD,South Dakota,46107.0
Roberts County,10318,48614.0,SD,South Dakota,46109.0
Sanborn County,2339,50541.0,SD,South Dakota,46111.0
Spink County,6570,48217.0,SD,South Dakota,46115.0
Stanley County,2962,56829.0,SD,South Dakota,46117.0
Sully County,1469,60417.0,SD,South Dakota,46119.0
Todd County,9942,31128.0,SD,South Dakota,46121.0
Tripp County,5504,37153.0,SD,South Dakota,46123.0
Turner County,8302,53378.0,SD,South Dakota,46125.0
Union County,14842,64471.0,SD,South Dakota,46127.0
Walworth County,5495,43221.0,SD,South Dakota,46129.0
Yankton County,22636,48176.0,SD,South Dakota,46135.0
Ziebach County,2833,35119.0,SD,South Dakota,46137.0
Anderson County,75430,42880.0,TN,Tennessee,47001.0
Bedford County,45986,41984.0,TN,Tennessee,47003.0
Benton County,16261,33240.0,TN,Tennessee,47005.0
Bledsoe County,13686,37013.0,TN,Tennessee,47007.0
Blount County,125188,48286.0,TN,Tennessee,47009.0
Bradley County,102062,42114.0,TN,Tennessee,47011.0
Campbell County,40176,32028.0,TN,Tennessee,47013.0
Cannon County,13787,41533.0,TN,Tennessee,47015.0
Carroll County,28353,35508.0,TN,Tennessee,47017.0
Carter County,56941,33213.0,TN,Tennessee,47019.0
Cheatham County,39422,51857.0,TN,Tennessee,47021.0
Chester County,17324,40167.0,TN,Tennessee,47023.0
Claiborne County,31748,34899.0,TN,Tennessee,47025.0
Clay County,7780,28804.0,TN,Tennessee,47027.0
Cocke County,35321,31187.0,TN,Tennessee,47029.0
Coffee County,53448,41590.0,TN,Tennessee,47031.0
Crockett County,14600,35464.0,TN,Tennessee,47033.0
Cumberland County,57455,38576.0,TN,Tennessee,47035.0
Davidson County,658506,48368.0,TN,Tennessee,47037.0
Decatur County,11686,37263.0,TN,Tennessee,47039.0
DeKalb County,19038,38319.0,TN,Tennessee,47041.0
Dickson County,50472,44680.0,TN,Tennessee,47043.0
Dyer County,38054,42468.0,TN,Tennessee,47045.0
Fayette County,38814,54890.0,TN,Tennessee,47047.0
Fentress County,17931,30259.0,TN,Tennessee,47049.0
Franklin County,41138,42773.0,TN,Tennessee,47051.0
Gibson County,49572,38457.0,TN,Tennessee,47053.0
Giles County,28949,41093.0,TN,Tennessee,47055.0
Grainger County,22736,35391.0,TN,Tennessee,47057.0
Greene County,68576,35196.0,TN,Tennessee,47059.0
Grundy County,13524,27373.0,TN,Tennessee,47061.0
Hamblen County,62999,37617.0,TN,Tennessee,47063.0
Hamilton County,348121,48248.0,TN,Tennessee,47065.0
Hancock County,6642,26898.0,TN,Tennessee,47067.0
Hardeman County,26253,31801.0,TN,Tennessee,47069.0
Hardin County,25900,35290.0,TN,Tennessee,47071.0
Hawkins County,56595,36927.0,TN,Tennessee,47073.0
Haywood County,18248,34182.0,TN,Tennessee,47075.0
Henderson County,28013,38745.0,TN,Tennessee,47077.0
Henry County,32269,38234.0,TN,Tennessee,47079.0
Hickman County,24283,36334.0,TN,Tennessee,47081.0
Houston County,8290,39401.0,TN,Tennessee,47083.0
Humphreys County,18240,41949.0,TN,Tennessee,47085.0
Jackson County,11496,31534.0,TN,Tennessee,47087.0
Jefferson County,52490,42417.0,TN,Tennessee,47089.0
Johnson County,18017,30763.0,TN,Tennessee,47091.0
Knox County,444348,48701.0,TN,Tennessee,47093.0
Lake County,7687,30086.0,TN,Tennessee,47095.0
Lauderdale County,27427,30281.0,TN,Tennessee,47097.0
Lawrence County,42226,37814.0,TN,Tennessee,47099.0
Lewis County,11944,36621.0,TN,Tennessee,47101.0
Lincoln County,33550,40389.0,TN,Tennessee,47103.0
Loudon County,50229,51107.0,TN,Tennessee,47105.0
McMinn County,52506,38535.0,TN,Tennessee,47107.0
McNairy County,26103,32557.0,TN,Tennessee,47109.0
Macon County,22761,33509.0,TN,Tennessee,47111.0
Madison County,98184,42544.0,TN,Tennessee,47113.0
Marion County,28306,41348.0,TN,Tennessee,47115.0
Marshall County,31159,42661.0,TN,Tennessee,47117.0
Maury County,84089,47692.0,TN,Tennessee,47119.0
Meigs County,11716,34424.0,TN,Tennessee,47121.0
Monroe County,45293,35291.0,TN,Tennessee,47123.0
Montgomery County,185980,50344.0,TN,Tennessee,47125.0
Moore County,6351,49427.0,TN,Tennessee,47127.0
Morgan County,21794,39049.0,TN,Tennessee,47129.0
Obion County,31129,40281.0,TN,Tennessee,47131.0
Overton County,22100,35287.0,TN,Tennessee,47133.0
Perry County,7864,31425.0,TN,Tennessee,47135.0
Pickett County,5097,36773.0,TN,Tennessee,47137.0
Polk County,16687,38925.0,TN,Tennessee,47139.0
Putnam County,73810,35343.0,TN,Tennessee,47141.0
Rhea County,32394,36146.0,TN,Tennessee,47143.0
Roane County,53162,40854.0,TN,Tennessee,47145.0
Robertson County,67426,53151.0,TN,Tennessee,47147.0
Rutherford County,282558,56219.0,TN,Tennessee,47149.0
Scott County,22043,30246.0,TN,Tennessee,47151.0
Sequatchie County,14592,45408.0,TN,Tennessee,47153.0
Sevier County,93617,42258.0,TN,Tennessee,47155.0
Shelby County,937750,46224.0,TN,Tennessee,47157.0
Smith County,19136,43914.0,TN,Tennessee,47159.0
Stewart County,13286,42023.0,TN,Tennessee,47161.0
Sullivan County,156752,40346.0,TN,Tennessee,47163.0
Sumner County,169623,57382.0,TN,Tennessee,47165.0
Tipton County,61674,53669.0,TN,Tennessee,47167.0
Trousdale County,7884,41029.0,TN,Tennessee,47169.0
Unicoi County,18069,33210.0,TN,Tennessee,47171.0
Union County,19096,37351.0,TN,Tennessee,47173.0
Van Buren County,5596,40439.0,TN,Tennessee,47175.0
Warren County,40015,35376.0,TN,Tennessee,47177.0
Washington County,125317,42817.0,TN,Tennessee,47179.0
Wayne County,16897,30701.0,TN,Tennessee,47181.0
Weakley County,34415,37037.0,TN,Tennessee,47183.0
White County,26252,34901.0,TN,Tennessee,47185.0
Williamson County,199456,96565.0,TN,Tennessee,47187.0
Wilson County,122445,61070.0,TN,Tennessee,47189.0
Anderson County,57915,41327.0,TX,Texas,48001.0
Andrews County,16775,70423.0,TX,Texas,48003.0
Angelina County,87748,44223.0,TX,Texas,48005.0
Aransas County,24292,41690.0,TX,Texas,48007.0
Archer County,8779,60275.0,TX,Texas,48009.0
Armstrong County,1943,59737.0,TX,Texas,48011.0
Atascosa County,47050,52192.0,TX,Texas,48013.0
